Date,Day,Airline,Departure time,Departure airport,Arrival time,Arrival airport,Flight info,Flight time,Price
06.01,목,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.01,목,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.01,목,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.01,목,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.01,목,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.01,목,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.01,목,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"347,400"
06.01,목,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.01,목,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.01,목,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.01,목,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.01,목,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.01,목,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.01,목,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.01,목,ANA,12:45,GMP,15:00,HND,직항,02시간 15분,"402,400"
06.01,목,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.01,목,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.01,목,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.01,목,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.01,목,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.01,목,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.01,목,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.01,목,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"503,200"
06.02,금,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.02,금,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"362,800"
06.02,금,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.02,금,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"388,300"
06.02,금,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"397,700"
06.02,금,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"397,700"
06.02,금,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"398,100"
06.02,금,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"398,100"
06.02,금,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.02,금,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.02,금,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"402,400"
06.02,금,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.02,금,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.02,금,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.02,금,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.02,금,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.02,금,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.03,토,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.03,토,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.03,토,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"347,400"
06.03,토,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.03,토,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.03,토,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"388,300"
06.03,토,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"388,300"
06.03,토,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.03,토,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"402,500"
06.03,토,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.03,토,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.03,토,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.03,토,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.03,토,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"548,200"
06.03,토,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"548,200"
06.04,일,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.04,일,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"347,400"
06.04,일,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.04,일,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.04,일,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.04,일,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"388,300"
06.04,일,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"388,300"
06.04,일,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"388,300"
06.04,일,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"390,200"
06.04,일,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.04,일,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.04,일,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.04,일,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.04,일,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.04,일,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.04,일,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.04,일,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"548,200"
06.05,월,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.05,월,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.05,월,ANA,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.05,월,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.05,월,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.05,월,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.05,월,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.05,월,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.05,월,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.05,월,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.05,월,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.05,월,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.05,월,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.05,월,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.05,월,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.05,월,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.05,월,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.05,월,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.05,월,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.05,월,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.05,월,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.05,월,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.05,월,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"503,200"
06.05,월,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.06,화,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.06,화,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.06,화,ANA,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.06,화,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.06,화,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.06,화,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.06,화,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.06,화,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.06,화,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.06,화,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.06,화,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.06,화,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.06,화,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.06,화,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"390,600"
06.06,화,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.06,화,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.06,화,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.06,화,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.06,화,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.06,화,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.06,화,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.06,화,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.06,화,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.06,화,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.07,수,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.07,수,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.07,수,ANA,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.07,수,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.07,수,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.07,수,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.07,수,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.07,수,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.07,수,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.07,수,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.07,수,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.07,수,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.07,수,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"390,600"
06.07,수,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.07,수,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"390,600"
06.07,수,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.07,수,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.07,수,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.07,수,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.07,수,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.07,수,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.07,수,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.07,수,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.07,수,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.08,목,ANA,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.08,목,ANA,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.08,목,ANA,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.08,목,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.08,목,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.08,목,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.08,목,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.08,목,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.08,목,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.08,목,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.08,목,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.08,목,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.08,목,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.08,목,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"390,600"
06.08,목,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.08,목,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.08,목,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.08,목,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.08,목,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.08,목,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.08,목,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.08,목,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.08,목,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.08,목,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.09,금,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"337,100"
06.09,금,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"337,100"
06.09,금,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"337,100"
06.09,금,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"338,300"
06.09,금,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"338,300"
06.09,금,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"338,700"
06.09,금,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"338,700"
06.09,금,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.09,금,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.09,금,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.09,금,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.09,금,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.09,금,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"397,400"
06.09,금,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.09,금,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.09,금,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.09,금,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.09,금,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.09,금,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.09,금,ANA,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.09,금,ANA,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.09,금,ANA,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.09,금,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.09,금,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.10,토,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.10,토,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.10,토,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.10,토,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.10,토,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.10,토,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.10,토,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.10,토,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.10,토,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.10,토,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.10,토,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.10,토,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.10,토,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.10,토,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.10,토,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.10,토,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.10,토,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.10,토,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.10,토,ANA항공,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.10,토,ANA항공,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.10,토,ANA항공,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.10,토,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.10,토,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"503,200"
06.10,토,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.11,일,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.11,일,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.11,일,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.11,일,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.11,일,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"347,400"
06.11,일,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"347,400"
06.11,일,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"347,400"
06.11,일,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"362,800"
06.11,일,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.11,일,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.11,일,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.11,일,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.11,일,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.11,일,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.11,일,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.11,일,ANA항공,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.11,일,ANA항공,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.11,일,ANA항공,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.11,일,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"503,200"
06.11,일,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.11,일,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.12,월,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.12,월,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.12,월,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.12,월,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.12,월,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.12,월,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.12,월,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.12,월,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"348,400"
06.12,월,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"362,800"
06.12,월,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.12,월,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.12,월,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.12,월,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.12,월,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.12,월,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.12,월,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.12,월,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.12,월,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.12,월,ANA항공,15:30,GMP,17:35,HND,직항,02시간 05분,"410,065"
06.12,월,ANA항공,08:40,GMP,10:45,HND,직항,02시간 05분,"410,065"
06.12,월,ANA항공,19:50,GMP,22:00,HND,직항,02시간 10분,"410,065"
06.12,월,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.12,월,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.12,월,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"503,200"
06.13,화,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.13,화,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.13,화,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.13,화,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.13,화,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.13,화,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.13,화,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.13,화,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.13,화,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.13,화,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.13,화,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.13,화,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.13,화,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.13,화,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.13,화,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.13,화,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.13,화,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.13,화,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.13,화,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.13,화,ANA항공,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.13,화,ANA항공,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.13,화,ANA항공,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.13,화,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.13,화,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"503,200"
06.14,수,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.14,수,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.14,수,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"329,700"
06.14,수,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.14,수,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.14,수,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.14,수,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.14,수,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.14,수,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.14,수,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.14,수,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.14,수,아시아나항공,17:05,GMP,19:20,HND,직항,02시간 15분,"390,600"
06.14,수,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.14,수,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"397,700"
06.14,수,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.14,수,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.14,수,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.14,수,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.14,수,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
06.14,수,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.14,수,ANA항공,19:50,GMP,22:00,HND,직항,02시간 10분,"412,800"
06.14,수,ANA항공,08:40,GMP,10:45,HND,직항,02시간 05분,"412,800"
06.14,수,ANA항공,15:30,GMP,17:35,HND,직항,02시간 05분,"412,800"
06.14,수,아시아나항공,12:45,GMP,15:00,HND,직항,02시간 15분,"503,200"
06.15,목,ANA항공,19:55,GMP,22:15,HND,직항,02시간 20분,"329,700"
06.15,목,ANA항공,17:05,GMP,19:20,HND,직항,02시간 15분,"329,700"
06.15,목,일본항공,19:20,GMP,21:30,HND,직항,02시간 10분,"331,100"
06.15,목,일본항공,07:50,GMP,09:55,HND,직항,02시간 05분,"331,100"
06.15,목,아시아나항공,08:40,GMP,10:45,HND,직항,02시간 05분,"334,300"
06.15,목,아시아나항공,15:30,GMP,17:35,HND,직항,02시간 05분,"334,300"
06.15,목,아시아나항공,19:50,GMP,22:00,HND,직항,02시간 10분,"334,300"
06.15,목,ANA항공,12:45,GMP,15:00,HND,직항,02시간 15분,"347,400"
06.15,목,일본항공,12:05,GMP,14:15,HND,직항,02시간 10분,"348,400"
06.15,목,대한항공,16:15,GMP,18:30,HND,직항,02시간 15분,"387,800"
06.15,목,대한항공,18:40,GMP,21:00,HND,직항,02시간 20분,"387,800"
06.15,목,대한항공,09:00,GMP,11:10,HND,직항,02시간 10분,"387,800"
06.15,목,아시아나항공,19:55,GMP,22:15,HND,직항,02시간 20분,"390,600"
06.15,목,대한항공,07:50,GMP,09:55,HND,직항,02시간 05분,"401,800"
06.15,목,대한항공,12:05,GMP,14:15,HND,직항,02시간 10분,"401,800"
06.15,목,대한항공,19:20,GMP,21:30,HND,직항,02시간 10분,"401,800"
06.15,목,일본항공,16:15,GMP,18:30,HND,직항,02시간 15분,"402,500"
06.15,목,일본항공,18:40,GMP,21:00,HND,직항,02시간 20분,"402,500"
06.15,목,일본항공,09:00,GMP,11:10,HND,직항,02시간 10분,"402,500"
