Hotel Name,Hotel Address,Hotel Score,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,701



Hotel BaliAn Resort Shinjuku Glamping,160-0021 도쿄 도 新宿区歌舞伎町2-19-11 일본,9.0,289115,382983,439304,345436,289115,289115,289115,289115,382983,0,345436,289115,289115,289115,289115,382983,439304,345436,289115,289115,993883,946193,242180,153756,325254,89175,129309,86206,84482,269153,236971



City Hotel Dolphin,169-0073 도쿄 도 Shinjuku-ku Hyakunin-cho 1-4-11 일본,5.1,75095,0,0,0,0,79788,75095,75095,0,0,0,75095,75095,75095,75095,0,0,0,75095,75095,198273,946193,0,0,0,89175,126722,84482,84482,0,0



TOKYO E JOY INN（Okubo branch in Shinjuku）,169-0073 도쿄 도 東京都新宿区百人町２丁目２３−４０ ナツハウス 일본,6.7,131406,150180,0,124742,140793,140793,140793,134222,0,145675,134222,131406,124742,124742,140793,159567,0,0,137977,137977,194308,288119,242180,0,378539,136205,126722,84482,95784,0,0



