Hotel Name,Hotel Address,Hotel Score,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730

La'gent Hotel Shinjuku Kabukicho,160-0021 도쿄 도  Shinjuku-ku  Kabuki-cho 2-40-5  일본,8.4,241376,149423,221644,250600,150180,150180,156751,285886,137038,137038,191614,234077,223062,145582,230428,145214,137038,139835,206510,206510,234296,353133,194308,131406,206510,222581,194308,145731,107902,102551

신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),160-0021 도쿄 도  Shinjuku-ku Kabukicho 2-14-5  일본,7.8,217624,107902,217211,245588,198273,194308,261893,139462,198273,194308,206539,134088,218601,142671,349530,145214,137038,198273,134088,134088,145731,353133,221644,194308,206510,102551,222581,234633,107902,213637

호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),160-0004 도쿄 도  Shinjuku-ku Yotsuya3-14-1  일본,8.2,217624,102504,194308,245588,150180,150180,267238,136672,137038,137038,191614,229396,218601,142671,342539,400377,139835,137038,206510,206510,148705,110152,194308,198273,210725,0,239077,145731,110152,102551

APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),160-0022 도쿄 도  Shinjuku-ku Shinjuku 2-2-8  일본,7.8,235064,93868,217211,153245,194308,194308,224533,98562,194308,194308,202408,131406,139835,267238,887014,280667,194308,194308,131406,131406,229940,107949,206351,229116,194308,189389,189389,229940,185484,209364

APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),160-0021 도쿄 도  Shinjuku-ku  Kabukicho 1-20-2  일본,7.7,184290,95784,887014,128600,466338,137987,145731,136672,0,150189,138925,188675,466338,224533,233357,110104,111703,0,258617,153255,110104,195246,209364,0,137987,119588,119588,321030,232276,110104

신주쿠 프린스 호텔(Shinjuku Prince Hotel),160-8487 도쿄 도  Shinjuku-ku  Kabuki-cho 1-30-1  일본,,184290,149814,181990,152067,346738,186518,164749,107949,152067,181990,138925,244659,150764,299229,229978,197124,134098,147749,147843,321461,321461,899278,138925,315032,315032,256613,718381,199470,187737,315032

더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),160-0023 도쿄 도  Shinjuku-ku  Nishishinjuku 4-31-1  일본,8.4,319287,103255,225380,111703,138925,254796,0,372751,207449,207449,466338,192526,0,261893,210725,172718,207449,194308,198273,131406,234633,107949,206351,213307,194308,102551,104644,130745,107949,102504

APA Hotel Shinjuku Kabukicho Chuo,160-0021 도쿄 도  Shinjuku Kabukicho 2-26-5  일본,7.7,259082,103255,102551,128600,224533,221644,224533,400377,207449,0,466338,0,229396,261893,233713,107902,104644,224533,229116,198273,128130,229882,213637,104644,213307,122029,193254,321030,246987,345192

Tokyu Stay Shinjuku Eastside,160-0021 도쿄 도  Shinjuku-ku Kabukicho 2-3-24  일본,8.8,259082,203829,133762,115458,244659,321461,0,216273,152067,167792,138925,346738,141760,176003,887014,363213,127661,201147,147749,254796,265610,259082,718381,124845,315032,256613,137987,190264,326487,124845

신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),160-8336 도쿄 도  Shinjuku-ku  Nishishinjuku 3-2-9  일본,7.1,199231,93868,138925,111703,187741,150189,238119,372751,147843,138925,192657,262353,180697,152067,229978,231442,143619,321461,321461,718381,267194,207261,181990,718381,138925,290944,152067,152067,176243,0

APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),151-0071 도쿄 도  Shibuya-ku Honmachi 3-14-1  일본,8.2,195246,887014,0,138925,0,140803,261893,100573,211683,0,0,188675,229396,224533,342539,372751,211683,224533,194308,194308,229940,199231,102551,102551,213307,189389,102551,363980,107949,391374

APA Hotel Higashi Shinjuku Kabukicho Tower,160-0021 도쿄 도  Shinjuku-ku Kabukicho 2-31-12  일본,8.0,195246,102504,104644,131224,229116,0,229116,98562,194308,211683,139835,131406,234077,229116,233357,107902,194308,229116,194308,194308,130745,195246,104644,213307,229116,193254,102551,128130,185484,102504

호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),160-0021 도쿄 도  Shinjuku-ku Kabukicho 1-19-1  일본,8.3,212641,188675,188675,115458,141760,137987,552697,220687,189652,138456,231606,127661,258617,761483,98562,206510,130266,138925,147749,150189,552697,199231,124845,329497,147749,346738,0,110104,810789,107902

호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),151-0053 도쿄 도  Shibuya-ku  Yoyogi 2-3-1  일본,8.3,208388,188675,136971,138925,466338,150189,376431,216273,466338,138456,188675,127661,153255,152067,229978,256701,466338,262353,466338,262353,0,184290,209364,262353,466338,119588,122029,152067,192526,345192

호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),160-0023 도쿄 도  Shinjuku-ku  Nishishinjuku 8-1-3  일본,7.9,208388,93868,141760,138925,284517,152067,161454,147139,466338,150189,141760,116397,192657,147749,229039,231442,207449,232493,138925,315032,267194,265801,346738,203829,137987,147749,258617,190264,188675,107902

HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,160-0021 도쿄 도  1-29-1 Kabukicho  Shinjuku  일본,8.7,345819,127661,258617,187741,277103,361106,233357,147139,126435,191795,208816,138925,185859,179595,363980,172718,152067,138925,150764,254796,265610,235064,203829,181990,201147,0,363980,231127,182105,147749

MIMARU TOKYO SHINJUKU WEST,160-0023 도쿄 도  Shinjuku-ku  Nishi-Shinjuku 3-3-11  일본,8.9,271122,194827,0,225380,236548,226577,0,0,185859,329497,141760,0,189652,321461,234671,199231,152067,150764,201147,251529,233357,0,167792,167792,147749,137987,0,315032,0,124845

게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),160-8330 도쿄 도  Shinjuku-ku  Nishishinjuku 2-2-1  일본,8.9,271122,141760,176003,187741,236548,186518,291854,206510,203829,232493,138925,192657,185859,315032,0,195246,146550,147749,147843,226779,296356,260485,167792,321461,321461,150764,137987,315032,552697,321461

HOTEL AMANEK Shinjuku Kabukicho,160-0021 도쿄 도  2-24-10 Kabukicho  Shinjuku-ku  일본,8.3,241376,105362,887014,138925,138925,153255,552697,107949,0,141282,192526,141760,466338,0,214020,372751,0,186714,0,0,363980,184290,102551,102551,104644,363980,189389,128130,293622,149423

HOTEL MYSTAYS Nishi Shinjuku,160-0023 도쿄 도  Nishi Shinjuku 7-14-14  Shinjuku-ku  일본,7.6,236548,138925,138925,122968,147843,287237,179308,911386,244659,203829,147843,147843,361106,229882,405933,315032,133762,176780,315032,186518,178350,810789,241617,221849,232493,152067,274565,203541,899278,230635

Hotel Matsunoi,160-0073 도쿄 도  Shinjuku-ku Hyakunincho 1-7-19   일본,8.4,236548,138925,179595,113983,187741,269728,211350,150142,150860,133762,208816,718381,150189,190264,887014,280667,181990,147843,138925,226779,376431,259082,244659,143619,171310,518154,311298,321461,273942,152067

Galois Hotel Shinokubo,169-0073 도쿄 도  Shinjuku-ku Hyakunincho 2-4-9  일본,8.6,210725,167792,192526,0,315032,258617,233357,210725,123906,718381,201147,315032,184384,190264,229039,315032,133762,179595,718381,315032,718381,195246,244659,143619,171310,147749,152067,299229,293622,315032

Sotetsu Fresa Inn Higashi Shinjuku,160-0022 도쿄 도  Shinjuku-ku  Shinjuku 7-27-9  일본,8.2,206510,194827,152067,198752,315032,315032,265610,206510,167792,254977,188675,116397,262353,150764,214020,195246,113983,329497,269728,361106,338865,319287,0,124845,262353,244659,119588,107902,361853,150764

yksi SAUNA & STAY,160-0023 도쿄 도  7-16-2  일본,8.7,191568,233886,152067,194777,225380,152067,175722,0,258617,133762,150764,321461,180697,231127,242180,293099,258617,315032,141760,147749,233357,210725,518154,0,232493,152067,850812,272369,167622,0

Hotel Keihan Tokyo Yotsuya,160-0004 도쿄 도  Shinjuku-ku Yotsuya 1-24  일본,8.3,268195,192526,187741,117814,244659,207105,145731,110152,167792,141760,160438,118772,147749,176003,229978,321461,111703,232493,152067,150764,338865,207261,466338,232493,466338,244659,466338,107902,246987,147749

Bespoke Hotel Shinjuku,160-0021 도쿄 도  Shinjuku-ku Kabukicho 2-2-17  일본,8.5,197124,170496,219652,287352,0,330455,552697,218388,0,150189,225342,224135,316087,153756,181990,355949,466338,345397,466338,0,552697,206510,315032,0,0,204164,226577,403443,164270,518154

게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),160-8330 도쿄 도  Shinjuku-ku  Nishishinjuku 2-2-1  일본,8.4,197124,200878,165208,0,84482,251529,143676,199231,291663,103267,158733,170496,236736,274481,887014,405646,311202,212028,114529,212028,276260,0,248751,164739,243983,160346,280321,322907,552697,664588

Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,160-0023 도쿄 도  Shinjuku-ku  Nishi-shinjuku 6-12-39  일본,8.8,433327,343558,165208,330455,241567,343558,128130,324516,285360,86206,316087,345397,282356,280321,0,269153,212028,86206,200878,95784,220591,178350,160346,103267,247813,256613,466338,0,178350,243983

E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),160-0021 도쿄 도  Shinjuku-ku  Kabukicho 2-3-15  일본,7.3,424661,127661,176003,125477,201147,293099,190264,353471,244659,321461,0,201147,0,168963,206510,287237,315032,176003,261491,186518,178350,810789,273942,251529,329497,766273,767092,181990,183982,230635

도큐 스테이 신주쿠(Tokyu Stay Shinjuku),160-0022 도쿄 도  Shinjuku-ku Shinjuku 3-7-1  일본,8.4,424661,167086,281605,281605,466338,95784,555945,217775,225342,150189,281605,186971,169691,0,242180,206510,0,338489,466338,0,181990,326487,321461,171310,93868,767092,204164,233357,326487,766273

GLOU Higashi Shinjuku,169-0072 도쿄 도  Shinjuku-ku  Okubo 1-1-38  일본,8.1,654301,0,187741,141760,241376,254796,148705,0,147843,232493,157230,244659,150189,147749,238119,286394,262353,315032,466338,147749,128130,0,104596,167792,0,137987,466338,258617,182105,181990

HOTEL CEN,169-0073 도쿄 도  Shinjuku-ku Hyakunincho 1-5-19  일본,8.2,641215,103267,259077,259077,114529,343558,181990,222219,285360,84482,247813,338489,345397,153756,100573,0,338489,212028,219652,93868,161454,218388,518154,150534,224899,256613,186518,0,500951,322907

시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),160-0022 도쿄 도  Shinjuku-ku  Shinjuku 1-28-13   일본,8.6,641215,167086,130458,86206,166952,93868,315032,217775,363980,84482,86206,233713,138925,314842,242180,448269,338489,84482,345397,116408,225093,178350,370968,103267,247813,164212,186518,777230,0,745243

프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),160-0021 도쿄 도  Shinjuku-ku  Kabuki-cho 2-40-3  일본,7.7,346327,212473,887014,138925,287352,169691,231127,500951,518154,338489,194335,219652,466338,296356,232276,174327,466338,219652,338489,150189,164749,281605,766273,93868,241567,311202,162833,178350,218388,826578

