index,Hotel Name,Date,Day,Hotel Score,Hotel Score Round,Price
298,HOTEL LiVEMAX Akasaka GRANDE,2023-06-03,토,7.4,7,214556
299,Hotel Shu,2023-06-03,토,7.1,7,210265
300,THE LIVELY TOKYO AZABUJUBAN(The LIVELY TOKYO AZABUJUBAN),2023-06-03,토,8.6,9,357779
301,HOTEL LiVEMAX Akasaka,2023-06-03,토,6.8,7,242334
302,KARIO SASAZUKA TERRACE,2023-06-03,토,8.3,8,158750
303,Book Tea Bed SHINJUKU-GYOEN,2023-06-03,토,7.4,7,237487
304,쉐라톤 미야코 호텔 도쿄(Sheraton Miyako Hotel Tokyo),2023-06-03,토,8.1,8,237487
305,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-06-03,토,8.4,8,306509
306,센츄리온 호텔 레지덴셜 아카사카 스테이션(Centurion Hotel Residential Akasaka Station),2023-06-03,토,7.6,8,158750
307,Hotel QUEEN ANNEX,2023-06-03,토,7.8,8,598467
308,파크 하얏트 도쿄(Park Hyatt Tokyo),2023-06-03,토,9.2,9,300379
309,ART HOTELS SHIBUYA,2023-06-03,토,8.4,8,247123
310,호텔 아베스트 메구로(Hotel Abest Meguro),2023-06-03,토,6.2,6,598467
311,호텔 록스(Hotel Rocks),2023-06-03,토,5.5,6,173743
312,Sotetsu Fresa Inn Tokyo-Akasaka,2023-06-03,토,8.3,8,170268
313,매로드 인 아카사카(Marroad Inn Akasaka),2023-06-03,토,6.7,7,170268
314,Hotel Yuyukan - Vacation STAY 10008v,2023-06-03,토,6.1,6,208809
315,호텔 미드 인 메구로 에키마에(Hotel Mid In Meguro Ekimae),2023-06-03,토,7.0,7,804490
316,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-06-03,토,8.9,9,560337
317,Mitsui Garden Hotel Jingugaien Tokyo Premier,2023-06-03,토,8.8,9,1758596
318,더 리츠-칼튼  도쿄(The Ritz-Carlton  Tokyo),2023-06-03,토,8.5,8,731790
319,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-06-03,토,8.3,8,365081
320,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-06-03,토,8.9,9,242180
321,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-06-03,토,8.7,9,210265
322,COCOSHUKU Shinjuku-Hanazono,2023-06-03,토,8.1,8,242180
323,Hotel Rose Garden Shinjuku - Vacation STAY 72146v,2023-06-03,토,7.0,7,204633
324,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-06-03,토,9.7,10,204633
325,Pod Select Hotel Shinjuku,2023-06-03,토,6.8,7,249039
326,THE LIVELY AZABUJUBAN TOKYO / Vacation STAY 77702,2023-06-03,토,6.0,6,183905
327,Keio Presso Inn Shinjuku,2023-06-03,토,7.8,8,316087
328,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-06-03,토,6.1,6,309766
329,아카사카 어반 호텔(Akasaka Urban Hotel),2023-06-03,토,8.1,8,309766
330,호텔 가조엔 도쿄(Hotel Gajoen Tokyo),2023-06-03,토,9.6,10,820908
331,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-06-03,토,7.5,8,804490
332,그랜드 프린스 호텔 다카나와(Grand Prince Hotel Takanawa),2023-06-03,토,8.3,8,555069
333,Grand Prince Hotel Shin Takanawa,2023-06-03,토,8.1,8,558536
334,시나가와 프린스 호텔(Shinagawa Prince Hotel),2023-06-03,토,8.0,8,380167
335,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-03,토,7.8,8,387926
336,APA Hotel Shinjuku Kabukicho Chuo,2023-06-03,토,7.7,8,380167
337,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-06-03,토,7.7,8,148705
338,도쿄 프린스 호텔 (Tokyo Prince Hotel),2023-06-03,토,8.4,8,410524
339,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-06-03,토,8.0,8,598467
340,APA Hotel Pride Kokkaigijidomae - National Diet Bldg.,2023-06-03,토,8.5,8,210725
341,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-06-03,토,8.3,8,145731
342,Sotetsu Fresa Inn Daimon,2023-06-03,토,8.5,8,172718
343,Miyako City Tokyo Takanawa,2023-06-03,토,8.7,9,598467
344,Shizutetsu Hotel Prezio Tokyo Tamachi,2023-06-03,토,8.8,9,206510
345,La'gent Hotel Shinjuku Kabukicho,2023-06-03,토,8.4,8,410524
346,호텔 몬토레 한조몬(Hotel Monterey Hanzomon),2023-06-03,토,8.3,8,275858
347,HOTEL CEN,2023-06-03,토,8.2,8,270341
348,네스트 호텔 도쿄 한조몬(Nest Hotel Tokyo Hanzomon),2023-06-03,토,8.4,8,456388
349,시나가와 토부 호텔(Shinagawa Tobu Hotel),2023-06-03,토,7.8,8,172718
350,호텔 그랜드 아크 한조몬(Hotel Grand Arc Hanzomon),2023-06-03,토,8.6,9,176243
351,APA 호텔 시나가와 센가쿠지 에키마에(APA Hotel Shinagawa Sengakuji Eki-Mae),2023-06-03,토,7.8,8,276536
352,Hotel Keihan Tokyo Yotsuya,2023-06-03,토,8.3,8,371719
353,Tokyu Stay Shinjuku Eastside,2023-06-03,토,8.8,9,456388
354,JR-East Hotel Mets Gotanda,2023-06-03,토,8.8,9,282180
355,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-06-03,토,7.7,8,276536
356,Hotel Wing International Shimbashi Onarimon,2023-06-03,토,8.3,8,393098
357,소테츠 프레사 인 도쿄 타마치 (Sotetsu Fresa Inn Tokyo Tamachi),2023-06-03,토,8.1,8,371719
358,Hotel Villa Fontaine Grand Tokyo-Tamachi,2023-06-03,토,8.2,8,379305
359,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-06-03,토,7.7,8,415748
360,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-03,토,7.7,8,410524
361,HOTEL MYSTAYS Nishi Shinjuku,2023-06-03,토,7.6,8,410524
362,Galois Hotel Shinokubo,2023-06-03,토,8.6,9,558536
363,Smile Hotel Shinagawasengakujiekimae,2023-06-03,토,8.2,8,195246
364,Mitsui Garden Hotel Gotanda - Tokyo,2023-06-03,토,8.6,9,270341
365,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-03,토,7.3,7,229039
366,더 프린스 파크 타워 도쿄(The Prince Park Tower Tokyo),2023-06-03,토,8.9,9,993883
367,아파 호텔 히가시 신주쿠 가부키초(APA Hotel Higashi Shinjuku Kabukicho),2023-06-03,토,7.5,8,217775
368,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-03,토,8.5,8,232324
369,호텔 마이스테이스 고탄다역(Hotel Mystays Gotanda Station),2023-06-03,토,7.5,8,229882
370,APA 호텔 미타-에키마에(APA Hotel Mita-Ekimae),2023-06-03,토,7.5,8,199231
371,아파 호텔 신바시 도라노몬(APA Hotel Shimbashi Toranomon),2023-06-03,토,7.4,7,217775
372,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-06-03,토,8.7,9,465702
373,the b shimbashi toranomon,2023-06-03,토,8.1,8,195246
374,호텔 마이스테이스 고탄다(HOTEL MYSTAYS Gotanda),2023-06-03,토,7.5,8,262832
375,Hotel Grand Hill Ichigaya,2023-06-03,토,8.0,8,268195
376,토큐 스테이 다카나와(Tokyu Stay Takanawa),2023-06-03,토,8.7,9,229039
377,호텔 더 셀레스틴 도쿄 시바(Hotel The Celestine Tokyo Shiba),2023-06-03,토,8.8,9,206510
378,호텔 페리에(성인 전용)(HOTEL PERRIER (Adult Only)),2023-06-03,토,8.2,8,232324
379,Bespoke Hotel Shinjuku,2023-06-03,토,8.5,8,185859
380,Shinagawa Prince Hotel N Tower,2023-06-03,토,7.8,8,253828
381,Pullman Tokyo Tamachi,2023-06-03,토,8.7,9,598467
382,Rose Stay Tokyo Shiba Park,2023-06-03,토,7.6,8,598467
383,게이오 프레소 인 하마마츠쵸 (Keio Presso Inn Hamamatsucho),2023-06-03,토,8.1,8,185859
384,토큐 스테이 고탄다(Tokyu Stay Gotanda),2023-06-03,토,8.2,8,494499
385,HOTEL LiVEMAX Shinjuku EAST,2023-06-03,토,6.2,6,189652
386,The Tokyo EDITION  Toranomon,2023-06-03,토,8.5,8,148500
387,HOTEL D-WAVE Shinjuku（Adult Only),2023-06-03,토,8.9,9,148500
388,The Okura Tokyo,2023-06-03,토,9.4,9,213790
389,더 프린스 갤러리 도쿄 쿄이초  어 럭셔리 컬렉션 호텔(The Prince Gallery Tokyo Kioicho  a Luxury Collection Hotel),2023-06-03,토,9.3,9,209514
390,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-06-03,토,8.8,9,209514
391,더 프린스 사쿠라 타워 도쿄  오토그래프 컬렉션(The Prince Sakura Tower Tokyo  Autograph Collection),2023-06-03,토,8.8,9,504591
392,THE KITANO HOTEL TOKYO,2023-06-03,토,9.1,9,494499
393,더 캐피톨 호텔 도큐(The Capitol Hotel Tokyu),2023-06-03,토,9.3,9,565643
394,HOTEL LiVEMAX BUDGET Shinbashi,2023-06-03,토,5.9,6,216472
395,Akasaka Urban Hotel Annex,2023-06-03,토,8.5,8,463993
396,Shinagawa Prince Hotel East Tower,2023-06-03,토,6.4,6,463993
397,HOTEL LiVEMAX Shinjuku Kabukicho,2023-06-03,토,6.3,6,415748
398,Time Camp Takanawa 4F - Vacation STAY 81487v,2023-06-03,토,6.0,6,270341
399,SHINJUKU WARM VILLA I,2023-06-03,토,7.7,8,598467
400,＃３４ SHINJUKU RION HOTEL,2023-06-03,토,6.0,6,598467
401,五反田BaliBaliANNEX,2023-06-03,토,6.4,6,515548
402,SHINJUKU WARM HOUSE,2023-06-03,토,8.3,8,244058
403,The Okura Heritage Tokyo,2023-06-03,토,9.0,9,244058
404,Nano North Shinjuku Apartment,2023-06-03,토,6.4,6,191568
405,Hotel Koryukaku,2023-06-03,토,5.8,6,187737
406,Keio Presso Inn Gotanda,2023-06-03,토,8.0,8,275858
407,호텔 뉴 쇼헤이(Hotel New Shohei),2023-06-03,토,8.0,8,191568
408,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-06-03,토,7.7,8,1014167
409,안다즈 도쿄 - 컨셉 바이 하얏트 (Andaz Tokyo - A Concept by Hyatt),2023-06-03,토,9.1,9,993883
410,The Gate Hotel Tokyo by Hulic,2023-06-03,토,8.8,9,309766
411,The Royal Park Canvas Ginza Corridor,2023-06-03,토,8.6,9,563210
412,파크 호텔 도쿄(Park Hotel Tokyo),2023-06-03,토,8.6,9,321030
413,remm plus Ginza,2023-06-03,토,8.6,9,448269
414,the b ginza,2023-06-03,토,8.6,9,439304
415,Mitsui Garden Hotel Shiodome Italia-gai - Tokyo,2023-06-03,토,8.3,8,431795
416,Sotetsu Fresa Inn Shimbashi-Karasumoriguchi,2023-06-03,토,8.0,8,174135
417,칸데오 호텔 도쿄 신바시(Candeo Hotels Tokyo Shimbashi),2023-06-03,토,8.2,8,288702
418,호텔 마이스테이 프리미어 하마마쓰초(Hotel Mystays Premier Hamamatsucho),2023-06-03,토,8.1,8,294594
419,Bay Hotel Tokyo Hamamatsucho,2023-06-03,토,8.1,8,168212
420,더 페닌슐라 도쿄(The Peninsula Tokyo),2023-06-03,토,9.1,9,183905
421,호텔 마이스테이스 하마마츠초(HOTEL MYSTAYS Hamamatsucho),2023-06-03,토,8.0,8,170653
422,Section L Hamamatsucho,2023-06-03,토,8.9,9,204023
423,소테츠 프레사 인 긴자 - 나나초메(Sotetsu Fresa Inn Ginza-Nanachome),2023-06-03,토,8.2,8,168212
424,소테츠 프레사 인 심바시 히비야구치(Sotetsu Fresa Inn Shimbashi Hibiyaguchi),2023-06-03,토,7.9,8,598467
425,SOTETSU GRAND FRESA TAKADANOBABA(Sotetsu Grand Fresa Takadanobaba),2023-06-03,토,8.8,9,281605
426,Henn na Hotel Tokyo Hamamatsucho,2023-06-03,토,7.8,8,170653
427,ibis Styles Tokyo Ginza,2023-06-03,토,8.1,8,439304
428,인터컨티넨탈 도쿄 베이(InterContinental Tokyo Bay  an IHG Hotel),2023-06-03,토,8.5,8,201147
429,Super Hotel Tokyo Hamamatsucho,2023-06-03,토,8.6,9,208187
430,더 스트링스 바이 인터컨티넨탈  도쿄(The Strings by InterContinental  Tokyo  an IHG Hotel),2023-06-03,토,8.6,9,958141
431,임페리얼 호텔 도쿄 (Imperial Hotel Tokyo),2023-06-03,토,9.1,9,321030
432,다이와 로이넷 호텔 도쿄 오사키(Daiwa Roynet Hotel Tokyo Osaki),2023-06-03,토,8.0,8,287352
433,하얏트 센트릭 긴자 도쿄(Hyatt Centric Ginza Tokyo),2023-06-03,토,8.9,9,1158987
434,APA Hotel Shinagawa Togoshi Ekimae,2023-06-03,토,7.8,8,440607
435,mesm Tokyo  Autograph Collection,2023-06-03,토,8.8,9,598467
436,karaksa hotel premier Tokyo Ginza,2023-06-03,토,9.1,9,598467
437,베이사이드 호텔 아주르 타케시바(Bayside Hotel Azur Takeshiba),2023-06-03,토,7.7,8,158044
438,콘래드 도쿄(Conrad Tokyo),2023-06-03,토,8.9,9,958141
439,호텔 더 셀레스틴 긴자(Hotel The Celestine Ginza),2023-06-03,토,8.9,9,309766
440,도쿄 매리어트 호텔(Tokyo Marriott Hotel),2023-06-03,토,8.3,8,1029152
441,APA 호텔 심바시 오나리몬(APA Hotel Shimbashi Onarimon),2023-06-03,토,7.0,7,431795
442,뉴 오타니 인 도쿄(New Otani Inn Tokyo),2023-06-03,토,7.3,7,281605
443,호텔 빌라 퐁텐 도쿄-하마마츠초(Hotel Villa Fontaine Tokyo-Hamamatsucho),2023-06-03,토,7.5,8,598467
444,GINZA HOTEL by GRANBELL,2023-06-03,토,7.8,8,701139
445,ホテルリラサーレ東京,2023-06-03,토,8.7,9,992361
446,KEIKYU EX INN Shinagawa Shimbamba Station North,2023-06-03,토,7.8,8,1432393
447,unito SHIODOME,2023-06-03,토,7.0,7,171645
448,SHINJUKU GLOBAL HOTEL,2023-06-03,토,7.6,8,288702
449,Shinbashi Urban Hotel,2023-06-03,토,8.1,8,327582
450,Business Hotel Crescent,2023-06-03,토,6.6,7,621639
451,플렉스테이 인 시나가와(FLEXSTAY INN Shinagawa),2023-06-03,토,7.4,7,316087
452,긴자 인터내셔널 호텔(Ginza International Hotel),2023-06-03,토,7.5,8,563210
453,Hotel Emit Shibuya - Vacation STAY 40892v,2023-06-03,토,7.3,7,236587
454,Hotel Emit Shibuya - Vacation STAY 40890v,2023-06-03,토,7.4,7,231855
455,힐튼 도쿄 호텔(Hilton Tokyo Hotel),2023-06-03,토,8.3,8,161990
456,Hotel GrandBach Tokyo Ginza,2023-06-03,토,8.9,9,205102
457,KOKO HOTEL Tsukiji Ginza,2023-06-03,토,8.4,8,183982
458,Quintessa Hotel Tokyo Ginza,2023-06-03,토,8.2,8,199135
459,Millennium Mitsui Garden Hotel Tokyo - Ginza,2023-06-03,토,8.6,9,310082
460,미쓰이 가든 호텔 오테마치(Mitsui Garden Hotel Otemachi - Tokyo),2023-06-03,토,8.4,8,799701
461,karaksa hotel TOKYO STATION,2023-06-03,토,8.6,9,180227
462,Mitsui Garden Hotel Ginza-gochome,2023-06-03,토,8.6,9,513648
463,호텔 인터게이트 도쿄 교바시(Hotel Intergate Tokyo Kyobashi),2023-06-03,토,8.5,8,680067
464,the square hotel GINZA,2023-06-03,토,8.4,8,626966
465,Dormy Inn Premium Ginza,2023-06-03,토,9.2,9,183982
466,Agora Tokyo Ginza,2023-06-03,토,8.7,9,292869
467,소테츠 프레사 인 오차노미즈 짐보초(Sotetsu Fresa Inn Ochanomizu Jimbocho),2023-06-03,토,8.1,8,180227
468,소테츠 프레사 인 긴자 산초메(Sotetsu Fresa Inn Ginza Sanchome),2023-06-03,토,8.2,8,188675
469,호텔 몬토레 긴자(Hotel Monterey Ginza),2023-06-03,토,8.2,8,210725
470,소테츠 프레사 인 도쿄 교바시(Sotetsu Fresa Inn Tokyo-Kyobashi),2023-06-03,토,7.8,8,188675
471,sequence SUIDOBASHI - Tokyo,2023-06-03,토,8.5,8,298846
472,karaksa hotel colors Tokyo Yaesu,2023-06-03,토,8.8,9,345436
473,Mitsui Garden Hotel Kyobashi - Tokyo Station,2023-06-03,토,8.4,8,413021
474,Mercure Tokyo Ginza,2023-06-03,토,8.4,8,352485
475,오크우드 프리미어 도쿄(Oakwood Premier Tokyo),2023-06-03,토,9.0,9,636600
476,TSUKI Tokyo,2023-06-03,토,8.9,9,303880
477,솔라리아 니시테츠 호텔 긴자(Solaria Nishitetsu Hotel Ginza),2023-06-03,토,8.5,8,526812
478,호텔 아마넥 긴자 이스트(Hotel Amanek Ginza East),2023-06-03,토,8.1,8,157277
479,호텔 메트로폴리탄 에드몬트 도쿄(Hotel Metropolitan Edmont Tokyo),2023-06-03,토,8.6,9,252774
480,Via Inn Iidabashi Korakuen,2023-06-03,토,8.5,8,187737
481,APA 호텔 이다바시 에키마에(APA Hotel Iidabashi Ekimae),2023-06-03,토,7.7,8,183982
482,Vessel Inn Takadanobaba Ekimae,2023-06-03,토,9.0,9,154132
483,APA Hotel Ginza Kyobashi Tokyo-Eki Yaesu Minami-guchi,2023-06-03,토,7.3,7,626966
484,BOOK HOTEL 神保町,2023-06-03,토,8.4,8,303880
485,호텔 빌라 폰테인 도쿄 구단시타(Hotel Villa Fontaine Tokyo-Kudanshita),2023-06-03,토,7.8,8,183982
486,호텔 게이한 츠키지 긴자 그란데(Hotel Keihan Tsukiji Ginza Grande),2023-06-03,토,8.7,9,345436
487,아파 호텔 도쿄 쿠단시타 (APA Hotel Tokyo Kudanshita),2023-06-03,토,7.5,8,160917
488,APA Hotel Ginza Shintomicho Ekimae - Former APA Hotel Shintomicho Ekimae,2023-06-03,토,7.6,8,187737
489,호텔 선루트 긴자 (Hotel Sunroute Ginza),2023-06-03,토,8.1,8,598467
490,APA 아파 호텔 칸다 짐보초 에키히가시(APA Hotel Kanda Jimbocho Ekihigashi),2023-06-03,토,8.0,8,292869
491,Aloft Tokyo Ginza,2023-06-03,토,8.5,8,303946
492,APA 호텔 리다바시-에키 미나미(APA Hotel Iidabashi-Eki Minami),2023-06-03,토,7.8,8,206510
493,Tabist Ginza,2023-06-03,토,7.5,8,598467
494,Boutique Sauna ARCH,2023-06-03,토,9.3,9,310149
495,Eternity APARTMENT HOTEL 品川,2023-06-03,토,7.2,7,454974
496,Four Seasons Hotel Tokyo at Otemachi,2023-06-03,토,9.0,9,303946
497,ELE hotel Ginza East,2023-06-03,토,7.2,7,247719
498,HOTEL LiVEMAX Tokyo Shintomicho,2023-06-03,토,7.0,7,155170
499,Keio Presso Inn Tokyo Kudanshita,2023-06-03,토,8.0,8,152067
500,아파 호텔 핫초보리 신토미초(APA Hotel Hatchobori Shintomicho),2023-06-03,토,7.9,8,598467
501,애스코트 마루노우치 도쿄(Ascott Marunouchi Tokyo),2023-06-03,토,9.0,9,152067
502,APA Hotel Ginza-Takaracho Tokyo Yaesu Minami-guchi,2023-06-03,토,7.4,7,176566
503,팰리스 호텔 도쿄(Palace Hotel Tokyo),2023-06-03,토,9.5,10,139845
504,도큐 스테이 스이도바시 (Tokyu Stay Suidobashi),2023-06-03,토,8.3,8,215514
505,HOTEL LiVEMAX Takadanobaba Ekimae,2023-06-03,토,6.9,7,513648
506,토큐 스테이 츠키지 (Tokyu Stay Tsukiji),2023-06-03,토,8.2,8,598467
507,Hotel SUI Ginza Kyobashi by ABEST,2023-06-03,토,7.6,8,551716
508,포시즌 호텔 도쿄 마루노우치(Four Seasons Hotel Tokyo at Marunouchi),2023-06-03,토,8.6,9,168963
509,Hotel New Takada,2023-06-03,토,6.5,6,247719
510,도쿄 인(Tokyo Inn),2023-06-03,토,7.3,7,413021
511,KEIKYU EX INN Higashi-Ginza,2023-06-03,토,7.7,8,598467
512,Bulgari Hotel Tokyo,2023-06-03,토,6.0,6,222104
513,Spatium Ginza Pony,2023-06-03,토,8.1,8,217662
514,No  2 Taniji Building - Vacation STAY 91383v,2023-06-03,토,8.1,8,217662
515,No  2 Taniji Building - Vacation STAY 92282v,2023-06-03,토,8.5,8,209288
516,No  2 Taniji Building - Vacation STAY 91347v,2023-06-03,토,7.2,7,205102
517,Tokyo Inn - Vacation STAY 10227v,2023-06-03,토,8.5,8,3160875
518,Tokyo Inn - Vacation STAY 10241v,2023-06-03,토,7.7,8,597472
519,Tokyo Inn - Vacation STAY 11127v,2023-06-03,토,10.0,10,597472
520,Tokyo Inn - Vacation STAY 11113v,2023-06-03,토,9.0,9,264364
521,Tokyo Inn - Vacation STAY 10247v,2023-06-03,토,6.5,6,259077
522,Tokyo Inn - Vacation STAY 11125v,2023-06-03,토,8.0,8,259077
523,HIZ HOTEL - Vacation STAY 08955v,2023-06-03,토,4.0,4,259077
524,MIMARU TOKYO GINZA EAST,2023-06-03,토,9.1,9,297938
525,플렉스스테이 인 나카노부(FLEXSTAY INN Nakanobu),2023-06-03,토,6.5,6,561481
526,Shangri-La Tokyo,2023-06-03,토,9.0,9,561481
527,Hotel JAL City Tokyo Toyosu,2023-06-03,토,8.7,9,239460
528,소테츠 프레사 인 니혼바시 가야바초(Sotetsu Fresa Inn Nihombashi Kayabacho),2023-06-03,토,8.1,8,143149
529,Hearton Hotel Higashi-Shinagawa,2023-06-03,토,8.2,8,209139
530,아키하바라 워싱턴 호텔(Akihabara Washington Hotel),2023-06-03,토,8.2,8,213407
531,Sotetsu Fresa Inn Kanda-Otemachi,2023-06-03,토,8.4,8,598467
532,소테츠 프레사 인 니혼바시-닌교초(Sotetsu Fresa Inn Nihombashi-Ningyocho),2023-06-03,토,8.2,8,280901
533,리치몬드 호텔 도쿄 메지로(Richmond Hotel Tokyo Mejiro),2023-06-03,토,8.1,8,598467
534,리치몬드 호텔 도쿄 스이도바시(Richmond Hotel Tokyo Suidobashi),2023-06-03,토,8.3,8,204978
535,KEIKYU EX INN Tokyo Nihombashi,2023-06-03,토,8.5,8,203178
536,remm Akihabara,2023-06-03,토,8.4,8,207325
537,도미 인 고라쿠엔(Dormy Inn Korakuen),2023-06-03,토,8.7,9,260203
538,긴자 크레스톤 (Ginza Creston),2023-06-03,토,8.4,8,265513
539,그랜드 닛코 도쿄 오다이바(Grand Nikko Tokyo Daiba),2023-06-03,토,8.9,9,346374
540,JR-East Hotel Mets Akihabara,2023-06-03,토,9.1,9,262832
541,Hotel Resol Stay Akihabara,2023-06-03,토,8.5,8,385052
542,토세이 호텔 코콘 칸다(Tosei Hotel Cocone Kanda),2023-06-03,토,8.2,8,262832
543,APA 호텔 오차노미즈-에키타(APA Hotel Ochanomizu-Ekikita),2023-06-03,토,7.7,8,203178
544,Hotel Kazusaya,2023-06-03,토,8.7,9,183982
545,HOTEL SUI KANDA by ABEST,2023-06-03,토,8.0,8,268195
546,Super Hotel Premier Akihabara,2023-06-03,토,8.6,9,143149
547,묘진-노-유 도미 인 프리미엄 칸다(Myoujin-no-Yu Dormy Inn Premium Kanda),2023-06-03,토,8.6,9,377351
548,GATE STAY Premium Nihonbashi,2023-06-03,토,8.9,9,273345
549,Hotel K5,2023-06-03,토,9.3,9,247602
550,Mandarin Oriental  Tokyo,2023-06-03,토,9.1,9,194120
551,소테츠 프레사 인 도쿄 간다(Sotetsu Fresa Inn Tokyo Kanda),2023-06-03,토,8.2,8,187737
552,벨켄 호텔 칸다(Belken Hotel Kanda),2023-06-03,토,8.8,9,260203
553,호텔 메트로폴리탄 도쿄 이케부쿠로(Hotel Metropolitan Tokyo Ikebukuro),2023-06-03,토,8.4,8,183982
554,Wires Hotel Shinagawa Seaside,2023-06-03,토,8.3,8,377351
555,La Vista Tokyo Bay,2023-06-03,토,8.4,8,177162
556,NOHGA HOTEL AKIHABARA TOKYO,2023-06-03,토,9.2,9,173619
557,호텔 빌라 폰테인 도쿄-핫초보리(Hotel Villa Fontaine Tokyo-hatchobori),2023-06-03,토,8.0,8,598467
558,도미 인 도쿄 핫초보리 핫 스프링(Dormy Inn Tokyo Hatchobori Hot Spring),2023-06-03,토,8.2,8,183982
559,호텔 빌라 퐁텐 도쿄-오테마치(Hotel Villa Fontaine Tokyo-Otemachi),2023-06-03,토,7.6,8,270949
560,아파 호텔 칸다-에키 히가시(APA Hotel Kanda-Eki Higashi),2023-06-03,토,7.4,7,209139
561,APA 호텔 핫초보리-에키 미나미(APA Hotel Hatchobori-eki Minami),2023-06-03,토,7.4,7,598467
562,아파 호텔 간다 에키마에(APA Hotel Kanda Ekimae),2023-06-03,토,7.9,8,187737
563,Via Inn Prime Nihonbashi Ningyocho,2023-06-03,토,8.8,9,220303
564,호텔 마이스테이스 오차노미즈 컨퍼런스 센터(HOTEL MYSTAYS Ochanomizu Conference Center),2023-06-03,토,8.1,8,215897
565,호텔 윙 인터내셔널 고라쿠엔(Hotel Wing International Korakuen),2023-06-03,토,7.4,7,201147
566,호텔 빌라 퐁텐 도쿄-가야바초(Hotel Villa Fontaine Tokyo-Kayabacho),2023-06-03,토,7.6,8,197124
567,스마일 호텔 도쿄 니혼바시(Smile Hotel Tokyo Nihonbashi),2023-06-03,토,7.5,8,286634
568,게이오 프레소 인 이케부쿠로(Keio Presso Inn Ikebukuro),2023-06-03,토,8.2,8,598467
569,Keio Presso Inn Otemachi,2023-06-03,토,7.9,8,206894
570,니시테츠 인 니혼바시(Nishitetsu Inn Nihonbashi),2023-06-03,토,8.1,8,212641
571,호텔 레솔 이케부쿠로 (Hotel Resol Ikebukuro),2023-06-03,토,8.2,8,280901
