index,Date,Day,Airline,Departure time,Departure airport,Arrival time,Arrival airport,Flight time,Price
0,2023-06-01,목,ANA항공,19,GMP,22,HND,02:20:00,329700
1,2023-06-01,목,일본항공,7,GMP,9,HND,02:05:00,331100
2,2023-06-01,목,일본항공,19,GMP,21,HND,02:10:00,331100
3,2023-06-01,목,아시아나항공,15,GMP,17,HND,02:05:00,334300
4,2023-06-01,목,아시아나항공,19,GMP,22,HND,02:10:00,334300
5,2023-06-01,목,아시아나항공,8,GMP,10,HND,02:05:00,334300
6,2023-06-01,목,ANA항공,17,GMP,19,HND,02:15:00,347400
7,2023-06-01,목,일본항공,12,GMP,14,HND,02:10:00,348400
8,2023-06-01,목,대한항공,9,GMP,11,HND,02:10:00,387800
9,2023-06-01,목,대한항공,18,GMP,21,HND,02:20:00,387800
10,2023-06-01,목,대한항공,16,GMP,18,HND,02:15:00,387800
11,2023-06-01,목,대한항공,7,GMP,9,HND,02:05:00,401800
12,2023-06-01,목,대한항공,12,GMP,14,HND,02:10:00,401800
13,2023-06-01,목,대한항공,19,GMP,21,HND,02:10:00,401800
14,2023-06-01,목,ANA항공,12,GMP,15,HND,02:15:00,402400
15,2023-06-01,목,일본항공,16,GMP,18,HND,02:15:00,402500
16,2023-06-01,목,일본항공,18,GMP,21,HND,02:20:00,402500
17,2023-06-01,목,일본항공,9,GMP,11,HND,02:10:00,402500
18,2023-06-01,목,ANA항공,8,GMP,10,HND,02:05:00,412800
19,2023-06-01,목,ANA항공,19,GMP,22,HND,02:10:00,412800
20,2023-06-01,목,ANA항공,15,GMP,17,HND,02:05:00,412800
21,2023-06-01,목,아시아나항공,17,GMP,19,HND,02:15:00,503200
22,2023-06-01,목,아시아나항공,19,GMP,22,HND,02:20:00,503200
23,2023-06-02,금,일본항공,12,GMP,14,HND,02:10:00,348400
24,2023-06-02,금,일본항공,19,GMP,21,HND,02:10:00,362800
25,2023-06-02,금,대한항공,18,GMP,21,HND,02:20:00,387800
26,2023-06-02,금,아시아나항공,15,GMP,17,HND,02:05:00,388300
27,2023-06-02,금,대한항공,16,GMP,18,HND,02:15:00,397700
28,2023-06-02,금,대한항공,9,GMP,11,HND,02:10:00,397700
29,2023-06-02,금,아시아나항공,8,GMP,10,HND,02:05:00,398100
30,2023-06-02,금,아시아나항공,19,GMP,22,HND,02:10:00,398100
31,2023-06-02,금,대한항공,12,GMP,14,HND,02:10:00,401800
32,2023-06-02,금,대한항공,19,GMP,21,HND,02:10:00,401800
33,2023-06-02,금,ANA항공,19,GMP,22,HND,02:20:00,402400
34,2023-06-02,금,일본항공,16,GMP,18,HND,02:15:00,402500
35,2023-06-02,금,일본항공,18,GMP,21,HND,02:20:00,402500
36,2023-06-02,금,일본항공,9,GMP,11,HND,02:10:00,402500
37,2023-06-02,금,ANA항공,15,GMP,17,HND,02:05:00,412800
38,2023-06-02,금,ANA항공,19,GMP,22,HND,02:10:00,412800
39,2023-06-02,금,ANA항공,8,GMP,10,HND,02:05:00,412800
40,2023-06-03,토,ANA항공,19,GMP,22,HND,02:20:00,329700
41,2023-06-03,토,일본항공,19,GMP,21,HND,02:10:00,331100
42,2023-06-03,토,ANA항공,17,GMP,19,HND,02:15:00,347400
43,2023-06-03,토,대한항공,18,GMP,21,HND,02:20:00,387800
44,2023-06-03,토,대한항공,16,GMP,18,HND,02:15:00,387800
45,2023-06-03,토,아시아나항공,19,GMP,22,HND,02:10:00,388300
46,2023-06-03,토,아시아나항공,15,GMP,17,HND,02:05:00,388300
47,2023-06-03,토,대한항공,19,GMP,21,HND,02:10:00,401800
48,2023-06-03,토,일본항공,12,GMP,14,HND,02:10:00,402500
49,2023-06-03,토,일본항공,18,GMP,21,HND,02:20:00,402500
50,2023-06-03,토,일본항공,16,GMP,18,HND,02:15:00,402500
51,2023-06-03,토,ANA항공,19,GMP,22,HND,02:10:00,412800
52,2023-06-03,토,ANA항공,15,GMP,17,HND,02:05:00,412800
53,2023-06-03,토,아시아나항공,17,GMP,19,HND,02:15:00,548200
54,2023-06-03,토,아시아나항공,19,GMP,22,HND,02:20:00,548200
55,2023-06-04,일,일본항공,7,GMP,9,HND,02:05:00,331100
56,2023-06-04,일,ANA항공,19,GMP,22,HND,02:20:00,347400
57,2023-06-04,일,대한항공,16,GMP,18,HND,02:15:00,387800
58,2023-06-04,일,대한항공,18,GMP,21,HND,02:20:00,387800
59,2023-06-04,일,대한항공,9,GMP,11,HND,02:10:00,387800
60,2023-06-04,일,아시아나항공,15,GMP,17,HND,02:05:00,388300
61,2023-06-04,일,아시아나항공,19,GMP,22,HND,02:10:00,388300
62,2023-06-04,일,아시아나항공,8,GMP,10,HND,02:05:00,388300
63,2023-06-04,일,일본항공,12,GMP,14,HND,02:10:00,390200
64,2023-06-04,일,대한항공,7,GMP,9,HND,02:05:00,401800
65,2023-06-04,일,일본항공,18,GMP,21,HND,02:20:00,402500
66,2023-06-04,일,일본항공,16,GMP,18,HND,02:15:00,402500
67,2023-06-04,일,일본항공,9,GMP,11,HND,02:10:00,402500
68,2023-06-04,일,ANA항공,19,GMP,22,HND,02:10:00,412800
69,2023-06-04,일,ANA항공,15,GMP,17,HND,02:05:00,412800
70,2023-06-04,일,ANA항공,8,GMP,10,HND,02:05:00,412800
71,2023-06-04,일,아시아나항공,19,GMP,22,HND,02:20:00,548200
72,2023-06-05,월,ANA항공,19,GMP,22,HND,02:20:00,329700
73,2023-06-05,월,ANA항공,17,GMP,19,HND,02:15:00,329700
74,2023-06-05,월,ANA항공,12,GMP,15,HND,02:15:00,329700
75,2023-06-05,월,일본항공,19,GMP,21,HND,02:10:00,331100
76,2023-06-05,월,일본항공,7,GMP,9,HND,02:05:00,331100
77,2023-06-05,월,아시아나항공,15,GMP,17,HND,02:05:00,334300
78,2023-06-05,월,아시아나항공,19,GMP,22,HND,02:10:00,334300
79,2023-06-05,월,아시아나항공,8,GMP,10,HND,02:05:00,334300
80,2023-06-05,월,일본항공,12,GMP,14,HND,02:10:00,348400
81,2023-06-05,월,대한항공,18,GMP,21,HND,02:20:00,387800
82,2023-06-05,월,대한항공,16,GMP,18,HND,02:15:00,387800
83,2023-06-05,월,대한항공,9,GMP,11,HND,02:10:00,387800
84,2023-06-05,월,대한항공,12,GMP,14,HND,02:10:00,401800
85,2023-06-05,월,대한항공,19,GMP,21,HND,02:10:00,401800
86,2023-06-05,월,대한항공,7,GMP,9,HND,02:05:00,401800
87,2023-06-05,월,일본항공,16,GMP,18,HND,02:15:00,402500
88,2023-06-05,월,일본항공,18,GMP,21,HND,02:20:00,402500
89,2023-06-05,월,일본항공,9,GMP,11,HND,02:10:00,402500
90,2023-06-05,월,ANA항공,8,GMP,10,HND,02:05:00,412800
91,2023-06-05,월,ANA항공,15,GMP,17,HND,02:05:00,412800
92,2023-06-05,월,ANA항공,19,GMP,22,HND,02:10:00,412800
93,2023-06-05,월,아시아나항공,17,GMP,19,HND,02:15:00,503200
94,2023-06-05,월,아시아나항공,19,GMP,22,HND,02:20:00,503200
95,2023-06-05,월,아시아나항공,12,GMP,15,HND,02:15:00,503200
96,2023-06-06,화,ANA항공,19,GMP,22,HND,02:20:00,329700
97,2023-06-06,화,ANA항공,17,GMP,19,HND,02:15:00,329700
98,2023-06-06,화,ANA항공,12,GMP,15,HND,02:15:00,329700
99,2023-06-06,화,일본항공,19,GMP,21,HND,02:10:00,331100
100,2023-06-06,화,일본항공,7,GMP,9,HND,02:05:00,331100
101,2023-06-06,화,아시아나항공,15,GMP,17,HND,02:05:00,334300
102,2023-06-06,화,아시아나항공,8,GMP,10,HND,02:05:00,334300
103,2023-06-06,화,아시아나항공,19,GMP,22,HND,02:10:00,334300
104,2023-06-06,화,일본항공,12,GMP,14,HND,02:10:00,348400
105,2023-06-06,화,대한항공,16,GMP,18,HND,02:15:00,387800
106,2023-06-06,화,대한항공,9,GMP,11,HND,02:10:00,387800
107,2023-06-06,화,대한항공,18,GMP,21,HND,02:20:00,387800
108,2023-06-06,화,아시아나항공,19,GMP,22,HND,02:20:00,390600
109,2023-06-06,화,아시아나항공,17,GMP,19,HND,02:15:00,390600
110,2023-06-06,화,대한항공,12,GMP,14,HND,02:10:00,401800
111,2023-06-06,화,대한항공,19,GMP,21,HND,02:10:00,401800
112,2023-06-06,화,대한항공,7,GMP,9,HND,02:05:00,401800
113,2023-06-06,화,일본항공,18,GMP,21,HND,02:20:00,402500
114,2023-06-06,화,일본항공,9,GMP,11,HND,02:10:00,402500
115,2023-06-06,화,일본항공,16,GMP,18,HND,02:15:00,402500
116,2023-06-06,화,ANA항공,8,GMP,10,HND,02:05:00,412800
117,2023-06-06,화,ANA항공,15,GMP,17,HND,02:05:00,412800
118,2023-06-06,화,ANA항공,19,GMP,22,HND,02:10:00,412800
119,2023-06-06,화,아시아나항공,12,GMP,15,HND,02:15:00,503200
120,2023-06-07,수,ANA항공,17,GMP,19,HND,02:15:00,329700
121,2023-06-07,수,ANA항공,19,GMP,22,HND,02:20:00,329700
122,2023-06-07,수,ANA항공,12,GMP,15,HND,02:15:00,329700
123,2023-06-07,수,일본항공,7,GMP,9,HND,02:05:00,331100
124,2023-06-07,수,일본항공,19,GMP,21,HND,02:10:00,331100
125,2023-06-07,수,아시아나항공,8,GMP,10,HND,02:05:00,334300
126,2023-06-07,수,아시아나항공,19,GMP,22,HND,02:10:00,334300
127,2023-06-07,수,아시아나항공,15,GMP,17,HND,02:05:00,334300
128,2023-06-07,수,일본항공,12,GMP,14,HND,02:10:00,348400
129,2023-06-07,수,대한항공,18,GMP,21,HND,02:20:00,387800
130,2023-06-07,수,대한항공,9,GMP,11,HND,02:10:00,387800
131,2023-06-07,수,대한항공,16,GMP,18,HND,02:15:00,387800
132,2023-06-07,수,아시아나항공,12,GMP,15,HND,02:15:00,390600
133,2023-06-07,수,아시아나항공,19,GMP,22,HND,02:20:00,390600
134,2023-06-07,수,아시아나항공,17,GMP,19,HND,02:15:00,390600
135,2023-06-07,수,대한항공,19,GMP,21,HND,02:10:00,401800
136,2023-06-07,수,대한항공,12,GMP,14,HND,02:10:00,401800
137,2023-06-07,수,대한항공,7,GMP,9,HND,02:05:00,401800
138,2023-06-07,수,일본항공,18,GMP,21,HND,02:20:00,402500
139,2023-06-07,수,일본항공,9,GMP,11,HND,02:10:00,402500
140,2023-06-07,수,일본항공,16,GMP,18,HND,02:15:00,402500
141,2023-06-07,수,ANA항공,15,GMP,17,HND,02:05:00,412800
142,2023-06-07,수,ANA항공,19,GMP,22,HND,02:10:00,412800
143,2023-06-07,수,ANA항공,8,GMP,10,HND,02:05:00,412800
144,2023-06-08,목,ANA항공,12,GMP,15,HND,02:15:00,329700
145,2023-06-08,목,ANA항공,17,GMP,19,HND,02:15:00,329700
146,2023-06-08,목,ANA항공,19,GMP,22,HND,02:20:00,329700
147,2023-06-08,목,일본항공,19,GMP,21,HND,02:10:00,331100
148,2023-06-08,목,일본항공,7,GMP,9,HND,02:05:00,331100
149,2023-06-08,목,아시아나항공,8,GMP,10,HND,02:05:00,334300
150,2023-06-08,목,아시아나항공,15,GMP,17,HND,02:05:00,334300
151,2023-06-08,목,아시아나항공,19,GMP,22,HND,02:10:00,334300
152,2023-06-08,목,일본항공,12,GMP,14,HND,02:10:00,348400
153,2023-06-08,목,대한항공,9,GMP,11,HND,02:10:00,387800
154,2023-06-08,목,대한항공,16,GMP,18,HND,02:15:00,387800
155,2023-06-08,목,대한항공,18,GMP,21,HND,02:20:00,387800
156,2023-06-08,목,아시아나항공,19,GMP,22,HND,02:20:00,390600
157,2023-06-08,목,아시아나항공,17,GMP,19,HND,02:15:00,390600
158,2023-06-08,목,대한항공,12,GMP,14,HND,02:10:00,401800
159,2023-06-08,목,대한항공,19,GMP,21,HND,02:10:00,401800
160,2023-06-08,목,대한항공,7,GMP,9,HND,02:05:00,401800
161,2023-06-08,목,일본항공,18,GMP,21,HND,02:20:00,402500
162,2023-06-08,목,일본항공,16,GMP,18,HND,02:15:00,402500
163,2023-06-08,목,일본항공,9,GMP,11,HND,02:10:00,402500
164,2023-06-08,목,ANA항공,15,GMP,17,HND,02:05:00,412800
165,2023-06-08,목,ANA항공,19,GMP,22,HND,02:10:00,412800
166,2023-06-08,목,ANA항공,8,GMP,10,HND,02:05:00,412800
167,2023-06-08,목,아시아나항공,12,GMP,15,HND,02:15:00,503200
168,2023-06-09,금,ANA항공,17,GMP,19,HND,02:15:00,337100
169,2023-06-09,금,ANA항공,12,GMP,15,HND,02:15:00,337100
170,2023-06-09,금,ANA항공,19,GMP,22,HND,02:20:00,337100
171,2023-06-09,금,일본항공,7,GMP,9,HND,02:05:00,338300
172,2023-06-09,금,일본항공,19,GMP,21,HND,02:10:00,338300
173,2023-06-09,금,아시아나항공,15,GMP,17,HND,02:05:00,338700
174,2023-06-09,금,아시아나항공,19,GMP,22,HND,02:10:00,338700
175,2023-06-09,금,아시아나항공,8,GMP,10,HND,02:05:00,334300
176,2023-06-09,금,일본항공,12,GMP,14,HND,02:10:00,348400
177,2023-06-09,금,대한항공,9,GMP,11,HND,02:10:00,387800
178,2023-06-09,금,대한항공,18,GMP,21,HND,02:20:00,387800
179,2023-06-09,금,대한항공,16,GMP,18,HND,02:15:00,387800
180,2023-06-09,금,아시아나항공,19,GMP,22,HND,02:20:00,397400
181,2023-06-09,금,대한항공,12,GMP,14,HND,02:10:00,401800
182,2023-06-09,금,대한항공,19,GMP,21,HND,02:10:00,401800
183,2023-06-09,금,대한항공,7,GMP,9,HND,02:05:00,401800
184,2023-06-09,금,일본항공,16,GMP,18,HND,02:15:00,402500
185,2023-06-09,금,일본항공,18,GMP,21,HND,02:20:00,402500
186,2023-06-09,금,일본항공,9,GMP,11,HND,02:10:00,402500
187,2023-06-09,금,ANA항공,15,GMP,17,HND,02:05:00,412800
188,2023-06-09,금,ANA항공,19,GMP,22,HND,02:10:00,412800
189,2023-06-09,금,ANA항공,8,GMP,10,HND,02:05:00,412800
190,2023-06-09,금,아시아나항공,17,GMP,19,HND,02:15:00,503200
191,2023-06-09,금,아시아나항공,12,GMP,15,HND,02:15:00,503200
192,2023-06-10,토,ANA항공,19,GMP,22,HND,02:20:00,329700
193,2023-06-10,토,ANA항공,12,GMP,15,HND,02:15:00,329700
194,2023-06-10,토,ANA항공,17,GMP,19,HND,02:15:00,329700
195,2023-06-10,토,일본항공,19,GMP,21,HND,02:10:00,331100
196,2023-06-10,토,일본항공,7,GMP,9,HND,02:05:00,331100
197,2023-06-10,토,아시아나항공,19,GMP,22,HND,02:10:00,334300
198,2023-06-10,토,아시아나항공,15,GMP,17,HND,02:05:00,334300
199,2023-06-10,토,아시아나항공,8,GMP,10,HND,02:05:00,334300
200,2023-06-10,토,일본항공,12,GMP,14,HND,02:10:00,348400
201,2023-06-10,토,대한항공,9,GMP,11,HND,02:10:00,387800
202,2023-06-10,토,대한항공,16,GMP,18,HND,02:15:00,387800
203,2023-06-10,토,대한항공,18,GMP,21,HND,02:20:00,387800
204,2023-06-10,토,대한항공,7,GMP,9,HND,02:05:00,401800
205,2023-06-10,토,대한항공,19,GMP,21,HND,02:10:00,401800
206,2023-06-10,토,대한항공,12,GMP,14,HND,02:10:00,401800
207,2023-06-10,토,일본항공,16,GMP,18,HND,02:15:00,402500
208,2023-06-10,토,일본항공,9,GMP,11,HND,02:10:00,402500
209,2023-06-10,토,일본항공,18,GMP,21,HND,02:20:00,402500
210,2023-06-10,토,ANA항공,19,GMP,22,HND,02:10:00,412800
211,2023-06-10,토,ANA항공,8,GMP,10,HND,02:05:00,412800
212,2023-06-10,토,ANA항공,15,GMP,17,HND,02:05:00,412800
213,2023-06-10,토,아시아나항공,12,GMP,15,HND,02:15:00,503200
214,2023-06-10,토,아시아나항공,19,GMP,22,HND,02:20:00,503200
215,2023-06-10,토,아시아나항공,17,GMP,19,HND,02:15:00,503200
216,2023-06-11,일,일본항공,7,GMP,9,HND,02:05:00,331100
217,2023-06-11,일,아시아나항공,19,GMP,22,HND,02:10:00,334300
218,2023-06-11,일,아시아나항공,15,GMP,17,HND,02:05:00,334300
219,2023-06-11,일,아시아나항공,8,GMP,10,HND,02:05:00,334300
220,2023-06-11,일,ANA항공,17,GMP,19,HND,02:15:00,347400
221,2023-06-11,일,ANA항공,19,GMP,22,HND,02:20:00,347400
222,2023-06-11,일,ANA항공,12,GMP,15,HND,02:15:00,347400
223,2023-06-11,일,일본항공,12,GMP,14,HND,02:10:00,362800
224,2023-06-11,일,대한항공,9,GMP,11,HND,02:10:00,387800
225,2023-06-11,일,대한항공,18,GMP,21,HND,02:20:00,387800
226,2023-06-11,일,대한항공,16,GMP,18,HND,02:15:00,387800
227,2023-06-11,일,대한항공,7,GMP,9,HND,02:05:00,401800
228,2023-06-11,일,일본항공,18,GMP,21,HND,02:20:00,402500
229,2023-06-11,일,일본항공,16,GMP,18,HND,02:15:00,402500
230,2023-06-11,일,일본항공,9,GMP,11,HND,02:10:00,402500
231,2023-06-11,일,ANA항공,15,GMP,17,HND,02:05:00,412800
232,2023-06-11,일,ANA항공,8,GMP,10,HND,02:05:00,412800
233,2023-06-11,일,ANA항공,19,GMP,22,HND,02:10:00,412800
234,2023-06-11,일,아시아나항공,19,GMP,22,HND,02:20:00,503200
235,2023-06-11,일,아시아나항공,17,GMP,19,HND,02:15:00,503200
236,2023-06-11,일,아시아나항공,12,GMP,15,HND,02:15:00,503200
237,2023-06-12,월,ANA항공,17,GMP,19,HND,02:15:00,329700
238,2023-06-12,월,ANA항공,12,GMP,15,HND,02:15:00,329700
239,2023-06-12,월,ANA항공,19,GMP,22,HND,02:20:00,329700
240,2023-06-12,월,일본항공,7,GMP,9,HND,02:05:00,331100
241,2023-06-12,월,아시아나항공,8,GMP,10,HND,02:05:00,334300
242,2023-06-12,월,아시아나항공,15,GMP,17,HND,02:05:00,334300
243,2023-06-12,월,아시아나항공,19,GMP,22,HND,02:10:00,334300
244,2023-06-12,월,일본항공,19,GMP,21,HND,02:10:00,348400
245,2023-06-12,월,일본항공,12,GMP,14,HND,02:10:00,362800
246,2023-06-12,월,대한항공,18,GMP,21,HND,02:20:00,387800
247,2023-06-12,월,대한항공,9,GMP,11,HND,02:10:00,387800
248,2023-06-12,월,대한항공,16,GMP,18,HND,02:15:00,387800
249,2023-06-12,월,대한항공,12,GMP,14,HND,02:10:00,401800
250,2023-06-12,월,대한항공,7,GMP,9,HND,02:05:00,401800
251,2023-06-12,월,대한항공,19,GMP,21,HND,02:10:00,401800
252,2023-06-12,월,일본항공,9,GMP,11,HND,02:10:00,402500
253,2023-06-12,월,일본항공,16,GMP,18,HND,02:15:00,402500
254,2023-06-12,월,일본항공,18,GMP,21,HND,02:20:00,402500
255,2023-06-12,월,ANA항공,15,GMP,17,HND,02:05:00,410065
256,2023-06-12,월,ANA항공,8,GMP,10,HND,02:05:00,410065
257,2023-06-12,월,ANA항공,19,GMP,22,HND,02:10:00,410065
258,2023-06-12,월,아시아나항공,12,GMP,15,HND,02:15:00,503200
259,2023-06-12,월,아시아나항공,17,GMP,19,HND,02:15:00,503200
260,2023-06-12,월,아시아나항공,19,GMP,22,HND,02:20:00,503200
261,2023-06-13,화,ANA항공,12,GMP,15,HND,02:15:00,329700
262,2023-06-13,화,ANA항공,19,GMP,22,HND,02:20:00,329700
263,2023-06-13,화,ANA항공,17,GMP,19,HND,02:15:00,329700
264,2023-06-13,화,일본항공,7,GMP,9,HND,02:05:00,331100
265,2023-06-13,화,일본항공,19,GMP,21,HND,02:10:00,331100
266,2023-06-13,화,아시아나항공,15,GMP,17,HND,02:05:00,334300
267,2023-06-13,화,아시아나항공,8,GMP,10,HND,02:05:00,334300
268,2023-06-13,화,아시아나항공,19,GMP,22,HND,02:10:00,334300
269,2023-06-13,화,일본항공,12,GMP,14,HND,02:10:00,348400
270,2023-06-13,화,대한항공,16,GMP,18,HND,02:15:00,387800
271,2023-06-13,화,대한항공,9,GMP,11,HND,02:10:00,387800
272,2023-06-13,화,대한항공,18,GMP,21,HND,02:20:00,387800
273,2023-06-13,화,아시아나항공,19,GMP,22,HND,02:20:00,390600
274,2023-06-13,화,대한항공,7,GMP,9,HND,02:05:00,401800
275,2023-06-13,화,대한항공,19,GMP,21,HND,02:10:00,401800
276,2023-06-13,화,대한항공,12,GMP,14,HND,02:10:00,401800
277,2023-06-13,화,일본항공,16,GMP,18,HND,02:15:00,402500
278,2023-06-13,화,일본항공,18,GMP,21,HND,02:20:00,402500
279,2023-06-13,화,일본항공,9,GMP,11,HND,02:10:00,402500
280,2023-06-13,화,ANA항공,8,GMP,10,HND,02:05:00,412800
281,2023-06-13,화,ANA항공,15,GMP,17,HND,02:05:00,412800
282,2023-06-13,화,ANA항공,19,GMP,22,HND,02:10:00,412800
283,2023-06-13,화,아시아나항공,12,GMP,15,HND,02:15:00,503200
284,2023-06-13,화,아시아나항공,17,GMP,19,HND,02:15:00,503200
285,2023-06-14,수,ANA항공,19,GMP,22,HND,02:20:00,329700
286,2023-06-14,수,ANA항공,17,GMP,19,HND,02:15:00,329700
287,2023-06-14,수,ANA항공,12,GMP,15,HND,02:15:00,329700
288,2023-06-14,수,일본항공,19,GMP,21,HND,02:10:00,331100
289,2023-06-14,수,일본항공,7,GMP,9,HND,02:05:00,331100
290,2023-06-14,수,아시아나항공,15,GMP,17,HND,02:05:00,334300
291,2023-06-14,수,아시아나항공,8,GMP,10,HND,02:05:00,334300
292,2023-06-14,수,아시아나항공,19,GMP,22,HND,02:10:00,334300
293,2023-06-14,수,일본항공,12,GMP,14,HND,02:10:00,348400
294,2023-06-14,수,대한항공,16,GMP,18,HND,02:15:00,387800
295,2023-06-14,수,대한항공,18,GMP,21,HND,02:20:00,387800
296,2023-06-14,수,아시아나항공,17,GMP,19,HND,02:15:00,390600
297,2023-06-14,수,아시아나항공,19,GMP,22,HND,02:20:00,390600
298,2023-06-14,수,대한항공,9,GMP,11,HND,02:10:00,397700
299,2023-06-14,수,대한항공,19,GMP,21,HND,02:10:00,401800
300,2023-06-14,수,대한항공,12,GMP,14,HND,02:10:00,401800
301,2023-06-14,수,대한항공,7,GMP,9,HND,02:05:00,401800
302,2023-06-14,수,일본항공,16,GMP,18,HND,02:15:00,402500
303,2023-06-14,수,일본항공,9,GMP,11,HND,02:10:00,402500
304,2023-06-14,수,일본항공,18,GMP,21,HND,02:20:00,402500
305,2023-06-14,수,ANA항공,19,GMP,22,HND,02:10:00,412800
306,2023-06-14,수,ANA항공,8,GMP,10,HND,02:05:00,412800
307,2023-06-14,수,ANA항공,15,GMP,17,HND,02:05:00,412800
308,2023-06-14,수,아시아나항공,12,GMP,15,HND,02:15:00,503200
309,2023-06-15,목,ANA항공,19,GMP,22,HND,02:20:00,329700
310,2023-06-15,목,ANA항공,17,GMP,19,HND,02:15:00,329700
311,2023-06-15,목,일본항공,19,GMP,21,HND,02:10:00,331100
312,2023-06-15,목,일본항공,7,GMP,9,HND,02:05:00,331100
313,2023-06-15,목,아시아나항공,8,GMP,10,HND,02:05:00,334300
314,2023-06-15,목,아시아나항공,15,GMP,17,HND,02:05:00,334300
315,2023-06-15,목,아시아나항공,19,GMP,22,HND,02:10:00,334300
316,2023-06-15,목,ANA항공,12,GMP,15,HND,02:15:00,347400
317,2023-06-15,목,일본항공,12,GMP,14,HND,02:10:00,348400
318,2023-06-15,목,대한항공,16,GMP,18,HND,02:15:00,387800
319,2023-06-15,목,대한항공,18,GMP,21,HND,02:20:00,387800
320,2023-06-15,목,대한항공,9,GMP,11,HND,02:10:00,387800
321,2023-06-15,목,아시아나항공,19,GMP,22,HND,02:20:00,390600
322,2023-06-15,목,대한항공,7,GMP,9,HND,02:05:00,401800
323,2023-06-15,목,대한항공,12,GMP,14,HND,02:10:00,401800
324,2023-06-15,목,대한항공,19,GMP,21,HND,02:10:00,401800
325,2023-06-15,목,일본항공,16,GMP,18,HND,02:15:00,402500
326,2023-06-15,목,일본항공,18,GMP,21,HND,02:20:00,402500
327,2023-06-15,목,일본항공,9,GMP,11,HND,02:10:00,402500
328,2023-06-15,목,ANA항공,8,GMP,10,HND,02:05:00,412800
329,2023-06-15,목,ANA항공,15,GMP,17,HND,02:05:00,412800
330,2023-06-15,목,ANA항공,19,GMP,22,HND,02:10:00,412800
331,2023-06-15,목,아시아나항공,17,GMP,19,HND,02:15:00,503200
332,2023-06-15,목,아시아나항공,12,GMP,15,HND,02:15:00,503200
333,2023-06-16,금,ANA항공,19,GMP,22,HND,02:20:00,329700
334,2023-06-16,금,ANA항공,17,GMP,19,HND,02:15:00,329700
335,2023-06-16,금,일본항공,7,GMP,9,HND,02:05:00,331100
336,2023-06-16,금,아시아나항공,15,GMP,17,HND,02:05:00,334300
337,2023-06-16,금,아시아나항공,19,GMP,22,HND,02:10:00,334300
338,2023-06-16,금,아시아나항공,8,GMP,10,HND,02:05:00,334300
339,2023-06-16,금,ANA항공,12,GMP,15,HND,02:15:00,347400
340,2023-06-16,금,일본항공,19,GMP,21,HND,02:10:00,348400
341,2023-06-16,금,일본항공,12,GMP,14,HND,02:10:00,362800
342,2023-06-16,금,대한항공,9,GMP,11,HND,02:10:00,387800
343,2023-06-16,금,대한항공,16,GMP,18,HND,02:15:00,387800
344,2023-06-16,금,대한항공,18,GMP,21,HND,02:20:00,387800
345,2023-06-16,금,아시아나항공,19,GMP,22,HND,02:20:00,397400
346,2023-06-16,금,대한항공,7,GMP,9,HND,02:05:00,401800
347,2023-06-16,금,대한항공,19,GMP,21,HND,02:10:00,401800
348,2023-06-16,금,대한항공,12,GMP,14,HND,02:10:00,401800
349,2023-06-16,금,일본항공,16,GMP,18,HND,02:15:00,402500
350,2023-06-16,금,일본항공,18,GMP,21,HND,02:20:00,402500
351,2023-06-16,금,일본항공,9,GMP,11,HND,02:10:00,402500
352,2023-06-16,금,ANA항공,15,GMP,17,HND,02:05:00,412800
353,2023-06-16,금,ANA항공,19,GMP,22,HND,02:10:00,412800
354,2023-06-16,금,ANA항공,8,GMP,10,HND,02:05:00,412800
355,2023-06-16,금,아시아나항공,17,GMP,19,HND,02:15:00,503200
356,2023-06-16,금,아시아나항공,12,GMP,15,HND,02:15:00,503200
357,2023-06-17,토,ANA항공,17,GMP,19,HND,02:15:00,329700
358,2023-06-17,토,ANA항공,19,GMP,22,HND,02:20:00,329700
359,2023-06-17,토,일본항공,7,GMP,9,HND,02:05:00,331100
360,2023-06-17,토,일본항공,19,GMP,21,HND,02:10:00,331100
361,2023-06-17,토,아시아나항공,19,GMP,22,HND,02:10:00,334300
362,2023-06-17,토,아시아나항공,15,GMP,17,HND,02:05:00,334300
363,2023-06-17,토,아시아나항공,8,GMP,10,HND,02:05:00,334300
364,2023-06-17,토,ANA항공,12,GMP,15,HND,02:15:00,347400
365,2023-06-17,토,일본항공,12,GMP,14,HND,02:10:00,348400
366,2023-06-17,토,대한항공,18,GMP,21,HND,02:20:00,387800
367,2023-06-17,토,대한항공,16,GMP,18,HND,02:15:00,387800
368,2023-06-17,토,대한항공,9,GMP,11,HND,02:10:00,387800
369,2023-06-17,토,아시아나항공,19,GMP,22,HND,02:20:00,390600
370,2023-06-17,토,아시아나항공,17,GMP,19,HND,02:15:00,390600
371,2023-06-17,토,대한항공,12,GMP,14,HND,02:10:00,401800
372,2023-06-17,토,대한항공,19,GMP,21,HND,02:10:00,401800
373,2023-06-17,토,대한항공,7,GMP,9,HND,02:05:00,401800
374,2023-06-17,토,일본항공,9,GMP,11,HND,02:10:00,402500
375,2023-06-17,토,일본항공,16,GMP,18,HND,02:15:00,402500
376,2023-06-17,토,일본항공,18,GMP,21,HND,02:20:00,402500
377,2023-06-17,토,ANA항공,19,GMP,22,HND,02:10:00,412800
378,2023-06-17,토,ANA항공,8,GMP,10,HND,02:05:00,412800
